Timestamp;Parked;Latitude;Longitude;Speed;DestinationLatitude;DestinationLongitude;EnteredGeofence
2018-05-21 07:53:32.0;NO;-275,195;-110,965;7,547269;-256,832;-78,1083;NULL
2018-05-21 07:53:52.0;NO;-275,7867;-108,74;49,48251;-256,832;-78,1083;NULL
2018-05-21 07:54:12.0;NO;-276,095;-107,1083;0;-256,832;-78,1083;NULL
2018-05-21 07:54:32.0;NO;-276,1733;-106,6116;29,02539;-256,832;-78,1083;NULL
2018-05-21 07:54:52.0;NO;-276,3983;-104,6716;31,193401;-256,832;-78,1083;NULL
2018-05-21 07:55:12.0;NO;-276,635;-102,43;22,44724;-256,832;-78,1083;NULL
2018-05-21 07:55:32.0;NO;-276,7933;-101,53;25,284184;-256,832;-78,1083;NULL
2018-05-21 07:55:52.0;NO;-277,22;-99,5066;33,828365;-256,832;-78,1083;NULL
2018-05-21 07:56:12.0;NO;-278,8633;-100,53;52,728966;-256,832;-78,1083;NULL
2018-05-21 07:56:52.0;NO;-282,3883;-105,7166;49,830875;-256,832;-78,1083;NULL
2018-05-21 07:57:12.0;NO;-283,9883;-108,1583;38,749935;-256,832;-78,1083;NULL
2018-05-21 07:57:32.0;NO;-283,65;-109,7766;33,00749;-256,832;-78,1083;NULL
2018-05-21 07:57:52.0;NO;-283,1317;-110,275;14,660935;-256,832;-78,1083;NULL
2018-05-21 07:58:12.0;NO;-282,6367;-111,01;21,492947;-256,832;-78,1083;NULL
2018-05-21 07:58:52.0;NO;-280,8917;-112,0133;6,124165;-256,832;-78,1083;NULL
2018-05-21 07:59:12.0;NO;-280,4317;-110,91;33,17611;-256,832;-78,1083;NULL
2018-05-21 07:59:32.0;NO;-279,13;-108,41;48,024197;-256,832;-78,1083;NULL
2018-05-21 07:59:52.0;NO;-277,3183;-106,2633;54,672764;-256,832;-78,1083;NULL
2018-05-21 08:00:12.0;NO;-274,75;-105,3983;47,50351;-256,832;-78,1083;NULL
2018-05-21 08:00:32.0;NO;-272,79;-106,7166;38,59799;-256,832;-78,1083;NULL
2018-05-21 08:00:52.0;NO;-272,1183;-107,1433;15,339133;-256,832;-78,1083;NULL
2018-05-21 08:01:12.0;NO;-271,5683;-107,0766;15,183481;-256,832;-78,1083;NULL
2018-05-21 08:01:32.0;NO;-270,2033;-104,5466;62,85561;-256,832;-78,1083;NULL
2018-05-21 08:01:52.0;NO;-267,5117;-102,1866;59,868572;-256,832;-78,1083;NULL
2018-05-21 08:02:12.0;NO;-265,9983;-100,8666;27,192776;-256,832;-78,1083;NULL
2018-05-21 08:02:52.0;NO;-264,825;-98,4116;47,15329;-256,832;-78,1083;NULL
2018-05-21 08:03:12.0;NO;-264,025;-97,1633;14,066123;-256,832;-78,1083;NULL
2018-05-21 08:03:32.0;NO;-263,3133;-95,9916;24,526308;-256,832;-78,1083;NULL
2018-05-21 08:03:52.0;NO;-261,9333;-93,9116;48,615307;-256,832;-78,1083;NULL
2018-05-21 08:04:12.0;NO;-260,6467;-91,7883;29,218105;-256,832;-78,1083;NULL
2018-05-21 08:04:32.0;NO;-259,6833;-90,0916;21,025991;-256,832;-78,1083;NULL
2018-05-21 08:05:12.0;NO;-258,95;-88,5533;21,974726;-256,832;-78,1083;YES
2018-05-21 08:05:52.0;NO;-255,66;-86,44;44,774036;-256,832;-78,1083;YES
2018-05-21 08:06:12.0;NO;-255,055;-85,7866;0;-256,832;-78,1083;YES
2018-05-21 08:06:32.0;NO;-255,055;-85,7866;0;-256,832;-78,1083;YES
2018-05-21 08:06:52.0;NO;-255,4017;-84,9216;37,156353;-256,832;-78,1083;YES
2018-05-21 08:07:12.0;NO;-256,09;-84,2783;5,994455;-256,832;-78,1083;YES
2018-05-21 08:07:52.0;NO;-256,3567;-82,4666;26,014267;-256,832;-78,1083;YES
2018-05-21 08:08:32.0;NO;-255,8667;-79,3116;14,599786;-256,832;-78,1083;YES
2018-05-21 08:08:32.0;YES;-255,8667;-79,3116;4,055496;-256,832;-78,1083;YES
2018-05-21 08:35:00.0;NO;0;0;0,27424398;268,2599;65,0119;NULL
2018-05-21 08:35:40.0;NO;-0,5533;1,0634;23,069849;268,2599;65,0119;NULL
2018-05-21 08:36:00.0;NO;-1,125;0,8684;19,432411;268,2599;65,0119;NULL
2018-05-21 08:36:40.0;NO;-3,2917;0,255;22,87899;268,2599;65,0119;NULL
2018-05-21 08:37:00.0;NO;-5,7833;-0,9666;64,903175;268,2599;65,0119;NULL
2018-05-21 08:37:20.0;NO;-8,9317;-2,5933;69,6413;268,2599;65,0119;NULL
2018-05-21 08:37:40.0;NO;-12,1767;-4,5783;72,01684;268,2599;65,0119;NULL
2018-05-21 08:38:20.0;NO;-18,6533;-8,5283;62,99644;268,2599;65,0119;NULL
2018-05-21 08:38:40.0;NO;-21,05;-10,4166;55,428787;268,2599;65,0119;NULL
2018-05-21 08:39:00.0;NO;-21,8267;-13,8516;64,51961;268,2599;65,0119;NULL
2018-05-21 08:39:20.0;NO;-21,2583;-18,635;48,922905;268,2599;65,0119;NULL
2018-05-21 08:39:40.0;NO;-20,93;-21,2566;22,009933;268,2599;65,0119;NULL
2018-05-21 08:40:00.0;NO;-20,715;-23,255;19,647358;268,2599;65,0119;NULL
2018-05-21 08:40:20.0;NO;-20,66;-23,6883;0;268,2599;65,0119;NULL
2018-05-21 08:41:00.0;NO;-20,5483;-24,8533;39,850616;268,2599;65,0119;NULL
2018-05-21 08:41:40.0;NO;-19,035;-32,7216;72,85996;268,2599;65,0119;NULL
2018-05-21 08:42:00.0;NO;-17,9167;-35,9433;33,08346;268,2599;65,0119;NULL
2018-05-21 08:42:40.0;NO;-16,0783;-41,7116;67,34728;268,2599;65,0119;NULL
2018-05-21 08:43:20.0;NO;-15,15;-47,47;25,51581;268,2599;65,0119;NULL
2018-05-21 08:44:00.0;NO;-14,5583;-51,5316;27,457754;268,2599;65,0119;NULL
2018-05-21 08:44:40.0;NO;-13,7033;-56,8916;70,4733;268,2599;65,0119;NULL
2018-05-21 08:45:00.0;NO;-12,6633;-61,6033;82,96437;268,2599;65,0119;NULL
2018-05-21 08:45:20.0;NO;-10,4033;-67,0016;102,048416;268,2599;65,0119;NULL
2018-05-21 08:45:40.0;NO;-6,52;-71,4783;102,32822;268,2599;65,0119;NULL
2018-05-21 08:46:00.0;NO;-1,6433;-73,7533;101,25903;268,2599;65,0119;NULL
2018-05-21 08:46:40.0;NO;8,405;-76,8433;102,81556;268,2599;65,0119;NULL
2018-05-21 08:47:00.0;NO;13,5717;-78,4366;107,18678;268,2599;65,0119;NULL
2018-05-21 08:47:20.0;NO;18,5433;-80,1533;103,34366;268,2599;65,0119;NULL
2018-05-21 08:47:40.0;NO;23,54;-82,22;106,69573;268,2599;65,0119;NULL
2018-05-21 08:48:20.0;NO;33,4633;-86,49;106,514145;268,2599;65,0119;NULL
2018-05-21 08:48:40.0;NO;38,6167;-88,7133;107,79271;268,2599;65,0119;NULL
2018-05-21 08:49:20.0;NO;48,8283;-86,82;102,120674;268,2599;65,0119;NULL
2018-05-21 08:50:00.0;NO;58,4517;-82,495;95,75006;268,2599;65,0119;NULL
2018-05-21 08:50:20.0;NO;63,4017;-82,295;95,76674;268,2599;65,0119;NULL
2018-05-21 08:50:40.0;NO;68,53;-82,115;104,890915;268,2599;65,0119;NULL
2018-05-21 08:51:00.0;NO;73,6183;-81,525;105,498695;268,2599;65,0119;NULL
2018-05-21 08:51:20.0;NO;78,815;-79,735;106,12131;268,2599;65,0119;NULL
2018-05-21 08:51:40.0;NO;83,905;-78,7583;102,91932;268,2599;65,0119;NULL
2018-05-21 08:52:20.0;NO;94,0317;-79,1;103,42334;268,2599;65,0119;NULL
2018-05-21 08:53:00.0;NO;104,3033;-82,2383;109,98111;268,2599;65,0119;NULL
2018-05-21 08:53:40.0;NO;114,7817;-81,835;104,43137;268,2599;65,0119;NULL
2018-05-21 08:54:40.0;NO;130,12;-79,945;99,99344;268,2599;65,0119;NULL
2018-05-21 08:55:00.0;NO;134,5733;-76,8783;104,992836;268,2599;65,0119;NULL
2018-05-21 08:55:40.0;NO;141,1833;-66,1166;99,36342;268,2599;65,0119;NULL
2018-05-21 08:56:20.0;NO;147,0033;-54,5633;111,97122;268,2599;65,0119;NULL
2018-05-21 08:56:40.0;NO;148,3767;-47,59;108,26152;268,2599;65,0119;NULL
2018-05-21 08:57:40.0;NO;157,085;-29,13;112,095375;268,2599;65,0119;NULL
2018-05-21 08:58:20.0;NO;158,475;-15,2016;101,4221;268,2599;65,0119;NULL
2018-05-21 08:59:00.0;NO;158,8067;-1,9233;106,553055;268,2599;65,0119;NULL
2018-05-21 08:59:20.0;NO;161,2;4,3917;103,69943;268,2599;65,0119;NULL
2018-05-21 08:59:40.0;NO;162,5667;11,18;101,66113;268,2599;65,0119;NULL
2018-05-21 09:00:20.0;NO;162,515;21,8317;76,84576;268,2599;65,0119;NULL
2018-05-21 09:00:40.0;NO;162,2;26,8984;75,0817;268,2599;65,0119;NULL
2018-05-21 09:01:00.0;NO;162,085;30,3484;33,746834;268,2599;65,0119;NULL
2018-05-21 09:01:40.0;NO;165,5733;31,9417;72,71172;268,2599;65,0119;NULL
2018-05-21 09:02:20.0;NO;173,505;33,9934;86,32385;268,2599;65,0119;NULL
2018-05-21 09:03:00.0;NO;178,4483;33,3017;5,838803;268,2599;65,0119;NULL
2018-05-21 09:03:40.0;NO;177,8067;29,8984;10,7177515;268,2599;65,0119;NULL
2018-05-21 09:04:00.0;NO;177,6917;29,7334;8,742454;268,2599;65,0119;NULL
2018-05-21 09:04:40.0;NO;176,7283;30,4317;0;268,2599;65,0119;NULL
2018-05-21 09:05:00.0;NO;176,7283;30,4317;0;268,2599;65,0119;NULL
2018-05-21 09:05:20.0;NO;176,7283;30,4317;0;268,2599;65,0119;NULL
2018-05-21 09:06:00.0;NO;176,7617;30,99;16,067362;268,2599;65,0119;NULL
2018-05-21 09:06:20.0;NO;177,3317;30,19;14,027209;268,2599;65,0119;NULL
2018-05-21 09:07:00.0;NO;178,5567;33,705;41,14957;268,2599;65,0119;NULL
2018-05-21 09:07:20.0;NO;179,505;35,8484;44,10881;268,2599;65,0119;NULL
2018-05-21 09:08:00.0;NO;184,3183;37,95;21,598568;268,2599;65,0119;NULL
2018-05-21 09:08:20.0;NO;186,695;38,525;62,577663;268,2599;65,0119;NULL
